X,Y,objectid,lea_school,ptmoved,comments,reviewed,school_nam,principal,street_lon,phys_addr,phys_city,phys_zip,phone,mail_addr,mail_city,mail_zip,fax,url_addres,county,accr_stat,sch_desg,sch_type,sch_ptype,sch_ctype,ext_hours,num_teach,bgn_grade,end_grade,pre_k,elem,middle,high,early_coll,Facility Name,Street Address,City Name,County_2,State,ZIP Code,Latitude,Longitude,Submissions,Toxic Release Inventory Report Link,Toxic Release Inventory - Form R Report Link,Risk-Screening Environmental Indicators Report Link
540823.437399998,245394.9531,"1087","410523", , , ,Pleasant Garden Elementary,Lisa Jordan,4833 Pleasant Garden Rd,4833 Pleasant Garden Rd,Pleasant Garden,"27313","3366744321",4833 Pleasant Garden Rd,Pleasant Garden,"27313","3366744320",http://schools.gcsnc.com/spages/pge/index.html,Guilford,SA,Public,Regular School,None,Traditional,"-","35",PK,"05",yes,yes, , ,,HOOKER FURNITURE INC PLEASANT GARDEN DIV,1212 THROWER RD,PLEASANT GARDEN,GUILFORD,NC,"27313",35.96191,-79.765,"68",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27313THMSV1212T,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27313THMSV1212T,https://enviro.epa.gov/enviro/rsei.html?facid=27313THMSV1212T
535359.062700003,215648.531399999,"1428","761304", , , ,Asheboro High,William Fitch,1221 S Park St,1221 S Park St,Asheboro,"27203","3366256185",1221 S Park St,Asheboro,"27203","3366259320",http://www.asheboro.k12.nc.us/ahs/,Randolph,SA,Public,Regular School,None,Traditional,"1","92","09","12", , , ,yes,,HOUSEHOLD PRODS INC,1758 S FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"27203",35.68213,-79.81714,"13",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BLCKD1758S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BLCKD1758S,https://enviro.epa.gov/enviro/rsei.html?facid=27203BLCKD1758S
535273.25,215589.109499998,"1429","761308", , , ,South Asheboro Middle,Ann Grant,523 W Walker Ave,523 W Walker Ave,Asheboro,"27203","3366294141",523 W Walker Ave,Asheboro,"27203","3366293761",http://www.asheboro.k12.nc.us/southasheboro/,Randolph,SA,Public,Regular School,None,Traditional,"-","40","06","08", , ,yes, ,,HOUSEHOLD PRODS INC,1758 S FAYETTEVILLE ST,ASHEBORO,RANDOLPH,NC,"27203",35.68213,-79.81714,"13",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BLCKD1758S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BLCKD1758S,https://enviro.epa.gov/enviro/rsei.html?facid=27203BLCKD1758S
523489.937700003,237398.656399999,"427","760378", , , ,ArchdaleTrinity Middle,Andrea Haynes,Archdale Rd,5105 Archdale Road,Trinity,"27370","3364312589",PO Box 232,Trinity,"27370","3364311809",http://www.randolph.k12.nc.us/schools/atmiddle/,Randolph,SA,Public,Regular School,None,Traditional,"-","48","07","08", , ,yes, ,,HUBBELL INDUSTRIAL CONTROLS,4301 CHEYENNE DR,ARCHDALE,RANDOLPH,NC,"27263",35.8931,-79.9596,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263HBBLL4301C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263HBBLL4301C,https://enviro.epa.gov/enviro/rsei.html?facid=27263HBBLL4301C
522752.093599997,238826.750100002,"1426","760368", , , ,Trindale Elementary,Kim Leake,400 Balfour Dr,400 Balfour Dr,Archdale,"27263","3364341516",400 Balfour Dr,High Point,"27263","3364342508",http://www.randolph.k12.nc.us/schools/trindale/de,Randolph,SA,Public,Regular School,None,Traditional,"-","23",PK,"05",yes,yes, , ,,HUBBELL INDUSTRIAL CONTROLS,4301 CHEYENNE DR,ARCHDALE,RANDOLPH,NC,"27263",35.8931,-79.9596,"18",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263HBBLL4301C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263HBBLL4301C,https://enviro.epa.gov/enviro/rsei.html?facid=27263HBBLL4301C
517927.0625,247558.671999998,"1063","410427", , , ,Johnson Street Global Studies,Trent Vernon,1601 Johnson St,1601 Johnson St,High Point,"27262","3368192900",1601 Johnson St,High Point,"27262","3368192899",http://schools.gcsnc.com/spages/joh/index.htm,Guilford,SA,Public,Regular School,Magnet,Modified,"-","23",KG,"08", , ,yes, ,,HUNTER FARMS DAIRY,1900 N MAIN ST,HIGH POINT,GUILFORD,NC,"27262",35.980278,-80.020833,"21",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262BRDNN1900N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262BRDNN1900N,https://enviro.epa.gov/enviro/rsei.html?facid=27262BRDNN1900N
617927.187399998,242101.874899998,"2170","320364", , , ,Pearsontown Elementary,Rodriguez Teal,4915 Barbee Road,4915 Barbee Road,Durham,"27713","9195603964",4915 Barbee Road,Durham,"27713","9195602103",http://www.pearsontown.dpsnc.net/,Durham, ,Public,Regular School,None,Year Round,"-","54",KG,"05", ,yes, , ,,HYDRO SERVICE & SUPPLIES INC,513 UNITED DRIVE,DURHAM,DURHAM,NC,"27713",35.93701,-78.90658,"14",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27713HYDRS513UN,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27713HYDRS513UN,https://enviro.epa.gov/enviro/rsei.html?facid=27713HYDRS513UN
518791.187399998,244322.703200001,"1046","410364", , , ,Fairview Elementary,Rhonda Copeland,608 Fairview St,608 Fairview St,High Point,"27260","3368192890",608 Fairview St,High Point,"27260","3368192892",http://schools.gcsnc.com/spages/fairview/index.htm,Guilford,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,INNOSPEC ACTIVE CHEMICALS,510 W GRIMES AVE,HIGH POINT,GUILFORD,NC,"27260",35.950596,-80.009533,"255",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/rsei.html?facid=27262PRCHM1670E
517981.875200003,245401.8748,"1047","410367", , , ,Ferndale Middle,Angela Jackson,701 Ferndale Blvd,701 Ferndale Blvd,High Point,"27262","3368192855",701 Ferndale Blvd,High Point,"27262","3368852854",http://schools.gcsnc.com/spages/ferndale/home.html,Guilford,SA,Public,Regular School,Magnet,Traditional,"-","54","06","08", , ,yes, ,,INNOSPEC ACTIVE CHEMICALS,510 W GRIMES AVE,HIGH POINT,GUILFORD,NC,"27260",35.950596,-80.009533,"255",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/rsei.html?facid=27262PRCHM1670E
519064.406199999,244122.3123,"2205","410408", , , ,Middle College at GTCC  High Point,Charlos Smith,901 South Main Street,901 South Main Street,High Point,"27262","3368194111",901 South Main Street,High Point,"27262","3368194116",http://schoolcenter.gcsnc.com/education/school/sc,Guilford, ,Public,Regular School,Cooperative Innovative HS,Traditional,"-","11","09","13", , , ,yes,true,INNOSPEC ACTIVE CHEMICALS,510 W GRIMES AVE,HIGH POINT,GUILFORD,NC,"27260",35.950596,-80.009533,"255",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/rsei.html?facid=27262PRCHM1670E
518560.156199999,244514.2029,"2208","410534", , , ,Dean B Pruett SCALE Academy,Kenneth Wheat,116 Pisgah Church Rd,900 English Road,High Point,"27262","3368785380",900 English Road,Greensboro,"27405","3368897625",http://schoolcenter.gcsnc.com/education/school/sc,Guilford, ,Public,Alternative Education,None,Traditional,"-","6","06","12", , ,yes,yes,,INNOSPEC ACTIVE CHEMICALS,510 W GRIMES AVE,HIGH POINT,GUILFORD,NC,"27260",35.950596,-80.009533,"255",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262PRCHM1670E,https://enviro.epa.gov/enviro/rsei.html?facid=27262PRCHM1670E
557523.1875,185346.718600001,"224","630348", , , ,Robbins Elementary,Heather Seawell,268 Rushwood Rd,268 Rushwood Rd,Robbins,"27325","9109482411",268 Rushwood Rd,Robbins,"27325","9109483264",http://schoolcenter.mcs.k12.nc.us/res,Moore, ,Public,Regular School,None,Traditional,"-","21",PK,"05",yes,yes, , ,,ITHACA INDUSTRIES INC ROBBINS FACILITY,824 HEMP ST,ROBBINS,MOORE,NC,"27325",35.42424,-79.570139,"7",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27325THCNDHEMPS,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27325THCNDHEMPS,https://enviro.epa.gov/enviro/rsei.html?facid=27325THCNDHEMPS
535181.875200003,222365.609200001,"1434","761336", , , ,North Asheboro Middle,Candace Call,1861 N Asheboro School Rd,1861 N Asheboro School Rd,Asheboro,"27203","3366721900",1861 N Asheboro School Rd,Asheboro,"27203","3366726267",http://www.asheboro.k12.nc.us/northasheboro/,Randolph,SA,Public,Regular School,None,Traditional,"-","36","06","08", , ,yes, ,,KAYSER-ROTH CORP,515 W  BALFOUR AVE,ASHEBORO,RANDOLPH,NC,"27203",35.74892,-79.81591,"10",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203KYSRR515WB,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203KYSRR515WB,https://enviro.epa.gov/enviro/rsei.html?facid=27203KYSRR515WB
535128.687299997,222383.953000002,"1747","761312", , , ,Balfour Elementary,Janet Means,2097 N Asheboro School Rd,2097 N Asheboro School Rd,Asheboro,"27203","3366720322",2097 N Asheboro School Rd,Asheboro,"27203","3366720328",http://www.asheboro.k12.nc.us/balfour/,Randolph,SA,Public,Regular School,None,Traditional,"-","33",KG,"05", ,yes, , ,,KAYSER-ROTH CORP,515 W  BALFOUR AVE,ASHEBORO,RANDOLPH,NC,"27203",35.74892,-79.81591,"10",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203KYSRR515WB,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203KYSRR515WB,https://enviro.epa.gov/enviro/rsei.html?facid=27203KYSRR515WB
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,KENNEDY OIL CO INC,1203 COURTESY RD,HIGH POINT,GUILFORD,NC,"27260",35.94314,-80.02049,"68",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260KNNDY1203C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260KNNDY1203C,https://enviro.epa.gov/enviro/rsei.html?facid=27260KNNDY1203C
669450.874899998,194548.312399998,"22","510380", , , ,South Campus Community High,Ersaleen Creech,521 Martin Luther King Jr Dr,521 Martin Luther King Jr Dr,Smithfield,"27577","9199346481",PO Box 1336,Smithfield,"27577","9199383555",http://johnstoncounty.nc.schoolwebpages.com/educa,Johnston, ,Public,Alternative Education,None,Traditional,"-","14","09","12", , , ,yes,,LAMPE & MALPHRUS LUMBER CO,210 N TENTH ST,SMITHFIELD,JOHNSTON,NC,"27577",35.5094,-78.3361,"24",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/rsei.html?facid=27577LMPML210N2
669556.9375,194721.781399999,"2039","510381", , , ,South Campus Community Middle,Kenneth Bennett,425 S Collier Street,425 S Collier Street,Smithfield,"27577","9199346481",PO Box 1336,Smithfield,"27577","9199383555",http://johnstoncounty.nc.schoolwebpages.com/educa,Johnston, ,Public,Alternative Education,None,Traditional,"-","13","06","08", , ,yes, ,,LAMPE & MALPHRUS LUMBER CO,210 N TENTH ST,SMITHFIELD,JOHNSTON,NC,"27577",35.5094,-78.3361,"24",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/rsei.html?facid=27577LMPML210N2
669701.562600002,194448.796999998,"2282","510357", , , ,Johnston Co Middle College,Ray Stott,245 College Rd,245 College Rd,Smithfield,"27577","9194642303",PO Box 2350,Smithfield,"27577","9194642300",http://johnstoncounty.nc.schoolwebpages.com/educa,Johnston, ,Public,Regular School,Cooperative Innovative HS,Modified,"-","8","10","12", , , ,yes,,LAMPE & MALPHRUS LUMBER CO,210 N TENTH ST,SMITHFIELD,JOHNSTON,NC,"27577",35.5094,-78.3361,"24",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/rsei.html?facid=27577LMPML210N2
670124.064099997,194712.6778,"2548","510367", , , ,Johnston Co Early College Academy,Brandon Garland,235 College Rd,235 College Rd,Smithfield,"27520","9194642314",235 College Rd,Smithfield,"27520","9194642300",http://johnstoncounty.nc.schoolwebpages.com/educa,Johnston, ,Public,Regular School,Early College,Modified,"-","8","09","12", , , ,yes,,LAMPE & MALPHRUS LUMBER CO,210 N TENTH ST,SMITHFIELD,JOHNSTON,NC,"27577",35.5094,-78.3361,"24",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27577LMPML210N2,https://enviro.epa.gov/enviro/rsei.html?facid=27577LMPML210N2
627369.875699997,207549.306400001,"2440","920306", ,point verified,"1",Herbert Akins Rd Elementary,Craig Matthews (Interim),2255 HERBERT AKINS RD,2255 Herbert Akins Rd,Fuquay-Varina,"27526","9195674100",2255 Herbert Akins Rd, ,"0","9195674109",http://herbertakinsroades.wcpss.net,Wake, ,Public,Regular School,None,Year Round,"-","52",KG,"05", ,yes, , ,,LAN-O-SHEEN INC,201 DICKENS RD,FUQUAY-VARINA,WAKE,NC,"27526",35.61457,-78.8064,"10",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27526LNSHN201DI,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27526LNSHN201DI,https://enviro.epa.gov/enviro/rsei.html?facid=27526LNSHN201DI
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,LEGGETT & PLATT SLEEPER COMPONENTS,1639 BLANDWOOD DR,HIGH POINT,GUILFORD,NC,"27264",35.927433,-80.02641,"12",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260LGGTT1639B,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260LGGTT1639B,https://enviro.epa.gov/enviro/rsei.html?facid=27260LGGTT1639B
595824.375100002,190626.8125,"1176","530336", , , ,Lee County High,Gregory Batten,1708 Nash Street,1708 Nash Street,Sanford,"27330","9197767541",1708 Nash Street,Sanford,"27330","9197187170",http://www.lee.k12.nc.us/lchs/index.html,Lee,SA,Public,Regular School,None,Traditional,"-","103","09","12", , , ,yes,,MAGNETI MARELLI POWERTRAIN USA LLC,2101 NASH ST,SANFORD,LEE,NC,"27330",35.46449,-79.1436,"117",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330WBRSN2101N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330WBRSN2101N,https://enviro.epa.gov/enviro/rsei.html?facid=27330WBRSN2101N
596333.5625,190639.234200001,"2212","530335", , , ,Lee Early College,Robert Biehl,1105 Kelly Drive,1105 Kelly Drive,Sanford,"27330","9197187259",1105 Kelly Drive,Sanford,"27330","9197187519",http://www.lee.k12.nc.us/schools/lec/frontpage.ht,Lee,SA,Public,Regular School,Early College,Traditional,"-","13","09","13", , , ,yes,true,MAGNETI MARELLI POWERTRAIN USA LLC,2101 NASH ST,SANFORD,LEE,NC,"27330",35.46449,-79.1436,"117",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330WBRSN2101N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330WBRSN2101N,https://enviro.epa.gov/enviro/rsei.html?facid=27330WBRSN2101N
617386.395300001,139405.047699999,"839","260326","yes, 2012",across the street,"1",Elizabeth M Cashwell Elementary,Kimberly Robertson,2970 Legion Road,2970 Legion Road,Fayetteville,"28306","9104242312",2970 Legion Road,Fayetteville,"28306","9104239673",http://www.eces.ccs.k12.nc.us/,Cumberland,SA,Public,Regular School,None,Traditional,"-","41",PK,"05",yes,yes, , ,,MANN + HUMMEL PUROLATOR FILTERS LLC,3200 NATAL RD,FAYETTEVILLE,CUMBERLAND,NC,"28306",35.01388,-78.91885,"192",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28306FCTPR3200N,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28306FCTPR3200N,https://enviro.epa.gov/enviro/rsei.html?facid=28306FCTPR3200N
517927.0625,247558.671999998,"1063","410427", , , ,Johnson Street Global Studies,Trent Vernon,1601 Johnson St,1601 Johnson St,High Point,"27262","3368192900",1601 Johnson St,High Point,"27262","3368192899",http://schools.gcsnc.com/spages/joh/index.htm,Guilford,SA,Public,Regular School,Magnet,Modified,"-","23",KG,"08", , ,yes, ,,MAOLA HIGH POINT,1900 N MAIN ST,HIGH POINT,GUILFORD,NC,"27262",35.97952,-80.02114,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2726WMLHGH19NMA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2726WMLHGH19NMA,https://enviro.epa.gov/enviro/rsei.html?facid=2726WMLHGH19NMA
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,MARLOWE-VAN LOAN CORP,1511 JOSHUA CIRCLE,HIGH POINT,GUILFORD,NC,"27260",35.93959,-80.02231,"30",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MRLWV1511J,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MRLWV1511J,https://enviro.epa.gov/enviro/rsei.html?facid=27261MRLWV1511J
518791.187399998,244322.703200001,"1046","410364", , , ,Fairview Elementary,Rhonda Copeland,608 Fairview St,608 Fairview St,High Point,"27260","3368192890",608 Fairview St,High Point,"27260","3368192892",http://schools.gcsnc.com/spages/fairview/index.htm,Guilford,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,MARSH FURNITURE CO,1001 S CENTENNIAL ST,HIGH POINT,GUILFORD,NC,"27260",35.943189,-79.999779,"160",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MRSHF1001S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MRSHF1001S,https://enviro.epa.gov/enviro/rsei.html?facid=27261MRSHF1001S
519064.406199999,244122.3123,"2205","410408", , , ,Middle College at GTCC  High Point,Charlos Smith,901 South Main Street,901 South Main Street,High Point,"27262","3368194111",901 South Main Street,High Point,"27262","3368194116",http://schoolcenter.gcsnc.com/education/school/sc,Guilford, ,Public,Regular School,Cooperative Innovative HS,Traditional,"-","11","09","13", , , ,yes,true,MARSH FURNITURE CO,1001 S CENTENNIAL ST,HIGH POINT,GUILFORD,NC,"27260",35.943189,-79.999779,"160",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MRSHF1001S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MRSHF1001S,https://enviro.epa.gov/enviro/rsei.html?facid=27261MRSHF1001S
568712.625,219069.156100001,"794","190336", , , ,Jordan Matthews High,Martin McDonald,910 East Cardinal Street,910 East Cardinal Street,Siler City,"27344","9197422916",910 East Cardinal Street,Siler City,"27344","9197422201",http://www.chatham.k12.nc.us/JM/index.html,Chatham,SA,Public,Regular School,None,Traditional,"-","52","09","12", , , ,yes,,MASTERCRAFT FABRICS LLC SILER CITY PLANT,1311 E ELEVENTH ST,SILER CITY,CHATHAM,NC,"27344",35.73278,-79.44861,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27344CLLNSHWY64,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27344CLLNSHWY64,https://enviro.epa.gov/enviro/rsei.html?facid=27344CLLNSHWY64
503494.875100002,178094.2498,"1520","840316", , , ,East Albemarle Elementary,Rhonda Gainey,1813 E Main Street,1813 E Main Street,Albemarle,"28001","7049825113",1813 E Main Street,Albemarle,"28001","7049823463",http://east.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,"-","25",KG,"05", ,yes, , ,,MASTERPIECE HOUSING,2000 STERLING DR,ALBEMARLE,STANLY,NC,"28001",35.34026,-80.16648,"16",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28001MSTRP2000S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28001MSTRP2000S,https://enviro.epa.gov/enviro/rsei.html?facid=28001MSTRP2000S
523690.312600002,174516.093699999,"407","620339", , , ,West Middle,Joan Frye,129 NC Hwy 109S,129 NC Hwy 109S,Mount Gilead,"27306","9105729378",129 NC Hwy 109S,Mount Gilead,"27306","9105722114", ,Montgomery, ,Public,Regular School,None,Traditional,"-","32","06","08", , ,yes, ,,MCRAE FOOTWEAR: TROY,1737 HWY 24-27,TROY,MONTGOMERY,NC,"27371",35.325289,-79.939302,"12",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2737WMCRFT1737H,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2737WMCRFT1737H,https://enviro.epa.gov/enviro/rsei.html?facid=2737WMCRFT1737H
523842.906300001,245520.375,"1103","410580", , , ,Union Hill Elementary,James McNeil,1201 E Fairfield Rd,3523 Triangle Lake Road,High Point,"27260","3368192130",3523 Triangle Lake Road,High Point,"27263","3368827162",http://schools.gcsnc.com/spages/union/practice.ht,Guilford,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,METAL CREATIONS,3521ARMORY DR,HIGH POINT,GUILFORD,NC,"27260",35.95667,-79.94564,"22",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261MTLCR3521A,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261MTLCR3521A,https://enviro.epa.gov/enviro/rsei.html?facid=27261MTLCR3521A
503632.297499999,164903.348700002,"1523","840356","yes, 2012",down the street,"1",South Stanly High,Shawn Britt,40488 S Stanly School Rd,40488 S Stanly School Rd,Norwood,"28128","7044743155",40488 S Stanly School Rd,Norwood,"28128","7044747436",http://www.sshs.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,"-","34","09","12", , , ,yes,,MICHELIN AIRCRAFT TIRE CO MICHELIN NORTH DIV,40589 S STANLY SCHOOL RD,NORWOOD,STANLY,NC,"28128",35.23264,-80.1623,"64",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28128BFGDRSOUTH,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28128BFGDRSOUTH,https://enviro.epa.gov/enviro/rsei.html?facid=28128BFGDRSOUTH
625064.866300002,249622.780299999,"2150","320368", , , ,Southern High,Kenneth Barnes,800 Clayton Road,800 Clayton Road,Durham,"27703","9195603968",800 Clayton Road,Durham,"27703","9195602445",http://www.Southern.dpsnc.net/,Durham,SA,Public,Regular School,None,Traditional,"-","79","09","12", , , ,yes,,"MITSUBISHI SEMICONDUCTOR, AMERICA INC",THREE DIAMOND LN,DURHAM,DURHAM,NC,"27704",35.993343,-78.82421,"47",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27704MTSBSTHREE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27704MTSBSTHREE,https://enviro.epa.gov/enviro/rsei.html?facid=27704MTSBSTHREE
599258.809199996,189812.166099999,"1174","530314","yes, 2012",down the street,"1",East Lee Middle,Shannon Shuey,1337 Broadway Rd,1337 Broadway Rd,Sanford,"27330","9197768441",1337 Broadway Rd,Sanford,"27330","9197747451",http://www.lee.k12.nc.us/schools/elms/lcs/frontpa,Lee,SA,Public,Regular School,None,Traditional,"-","43","06","08", , ,yes, ,,MOEN INC,2609 COX MILL RD,SANFORD,LEE,NC,"27332",35.45538,-79.10586,"196",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330STNDY2609C,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330STNDY2609C,https://enviro.epa.gov/enviro/rsei.html?facid=27330STNDY2609C
568712.625,219069.156100001,"794","190336", , , ,Jordan Matthews High,Martin McDonald,910 East Cardinal Street,910 East Cardinal Street,Siler City,"27344","9197422916",910 East Cardinal Street,Siler City,"27344","9197422201",http://www.chatham.k12.nc.us/JM/index.html,Chatham,SA,Public,Regular School,None,Traditional,"-","52","09","12", , , ,yes,,MOUNTAIRE FARMS - SILER CITY PLANT,1101 EAST THIRD STREET,SILER CITY,CHATHAM,NC,"27344",35.732234,-79.449483,"5",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2734WMNTRF111EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2734WMNTRF111EA,https://enviro.epa.gov/enviro/rsei.html?facid=2734WMNTRF111EA
535359.062700003,215648.531399999,"1428","761304", , , ,Asheboro High,William Fitch,1221 S Park St,1221 S Park St,Asheboro,"27203","3366256185",1221 S Park St,Asheboro,"27203","3366259320",http://www.asheboro.k12.nc.us/ahs/,Randolph,SA,Public,Regular School,None,Traditional,"1","92","09","12", , , ,yes,,OLIVER RUBBER CO,408 TELEPHONE AVE,ASHEBORO,RANDOLPH,NC,"27205",35.68579,-79.81244,"104",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203LVRRB408TE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203LVRRB408TE,https://enviro.epa.gov/enviro/rsei.html?facid=27203LVRRB408TE
619497.7205,238106.485800002,"919","32D000","yes, 2012",across town, ,Kestrel Heights School,Tim Dugan,4700 S. Alston Ave.,4700 S Alston Ave,Durham,"27713","9194841300",4700 S Alston Ave,Durham,"27713","9194841355",http://www.kestrelheights.org/,Durham, ,Charter,Regular School,None,Traditional,"-","37","06","12", , ,yes,yes,,PBM GRAPHICS INC,4900 PROSPECTUS DR,DURHAM,DURHAM,NC,"27713",35.89615,-78.89236,"5",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27713PBMGR4900P,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27713PBMGR4900P,https://enviro.epa.gov/enviro/rsei.html?facid=27713PBMGR4900P
